event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
2019-11-30 20:33:26 UTC,view,5862295,1487580007675986893,,freedecor,1.29,527021202,9cbebe2e-a21b-4b26-b3d7-df762ed363b9
2019-11-30 20:33:26 UTC,view,5848407,1487580007675986893,,freedecor,0.67,527021202,2e6ab29a-ae90-4440-903a-dd798e26b9b2
2019-11-30 20:33:27 UTC,view,6499,1487580007910867929,,runail,2.06,461423675,96fd7b44-c291-4ada-9313-07379a0a043d
2019-11-30 20:33:27 UTC,view,5877495,1487580007675986893,,freedecor,2.14,527021202,bbbab381-67cc-4674-94e7-0c87bc8e85b0
2019-11-30 20:33:28 UTC,cart,5867827,1487580013522845895,,,7.38,532444409,d4f036fe-724c-41dd-8061-71444067a1a0
2019-11-30 20:33:28 UTC,view,5731808,2195085255034011676,,domix,1.86,258117654,f7f0d76c-e2e3-4097-b0e7-8e69721c81ab
2019-11-30 20:33:29 UTC,view,5887678,1487580013145358517,,shik,12.81,579900174,243751ad-53cf-4aa6-91de-7c9a417ced0f
2019-11-30 20:33:29 UTC,remove_from_cart,5760351,1487580009261432856,,zinger,2.56,363389269,7a08110d-b8a5-8b34-7e53-0e851a051680
2019-11-30 20:33:29 UTC,cart,5568054,1487580005754995573,,,4.51,579886439,2a17297f-a66e-41d1-81f4-5338e675cb0d
2019-11-30 20:33:30 UTC,view,5884355,1487580010561667147,,oniq,8.76,578394478,dd4d6f06-b06a-45d3-8c48-1c44d7119739
2019-11-30 20:33:30 UTC,remove_from_cart,5695949,1487580007575323592,,,1.21,575173762,cec59eb6-e404-4db1-a7f9-1e2d0debade3
2019-11-30 20:33:31 UTC,view,5816166,1602943681873052386,,grattol,4.86,445070033,92856101-5957-cf03-a340-20ee56c26605
2019-11-30 20:33:32 UTC,view,5837626,1487580007675986893,,,1.62,527775113,6b0cfdf0-6612-494e-8fc9-480ac81c23bf
2019-11-30 20:33:32 UTC,view,5772167,1487580005268456287,,grattol,5.63,509653872,60c8addc-7d11-47a0-95ec-517a5559b0c9
2019-11-30 20:33:32 UTC,view,5848419,1487580007675986893,,freedecor,0.67,545692512,1f556857-1254-4334-97e8-6578d1c2cb7b
2019-11-30 20:33:32 UTC,remove_from_cart,5776147,1487580011534745720,,carmex,5.16,564623609,613a8671-0223-4dfe-88ee-67640dc0eb04
2019-11-30 20:33:33 UTC,cart,5855129,1487580005268456287,,,14.46,519606434,56017687-4bb8-4fcf-ab05-ae54b3449718
2019-11-30 20:33:33 UTC,view,5819253,1487580005713052531,,ingarden,4.3,484456137,06fac634-7752-4cea-9ac6-681cc5797656
2019-11-30 20:33:33 UTC,remove_from_cart,5772442,1602943681873052386,,grattol,4.62,579896006,4f3a997d-daf4-429b-8bd9-b91cdbe45fac
2019-11-30 20:33:34 UTC,remove_from_cart,5780032,1487580011501191286,,,2.21,497255065,ee49f342-4d97-49f4-a805-ff58ed8ded45
2019-11-30 20:33:34 UTC,view,5773330,1487580005134238553,,runail,2.35,540511667,b2a41ac7-c63a-4316-96c3-e6746817dc14
2019-11-30 20:33:34 UTC,remove_from_cart,5780032,1487580011501191286,,,2.21,497255065,ee49f342-4d97-49f4-a805-ff58ed8ded45
2019-11-30 20:33:35 UTC,view,5714119,1487580006317032337,,irisk,4.57,473936394,f463d12c-e4e8-4b44-a118-43ed78f72ec7
2019-11-30 20:33:36 UTC,remove_from_cart,5692321,1487580004857414477,,lianail,4.7,536161724,35a194e1-30bf-2ab3-da2c-0399efd74a1d
2019-11-30 20:33:37 UTC,view,5896175,1487580004916134735,,,4.14,579898830,d64ee275-3b62-4d1b-a961-c291c76c826d
2019-11-30 20:33:38 UTC,view,5833318,1487580007675986893,,bpw.style,0.67,579857098,32ecdf0e-dd8d-4dba-981f-8f51ca7ecfd1
2019-11-30 20:33:38 UTC,view,5851144,1487580013841613016,,kaypro,7.68,318214503,4a700b5c-a284-47e9-98fd-e281a1a17cc5
2019-11-30 20:33:38 UTC,view,5847854,1487580005092295511,,irisk,3.54,479146008,300b5db6-1ee5-4d1e-8449-384092e40c76
2019-11-30 20:33:38 UTC,view,47612,1487580007717929935,,,0.71,550639285,ee58d17c-e598-4a21-9823-ea28767688c7
2019-11-30 20:33:39 UTC,view,5751383,1487580005092295511,,uno,9.59,438311139,2229e99c-856f-4a8b-a0a7-89c37a5d2eab
2019-11-30 20:33:39 UTC,view,4632,1487580010821714008,,runail,0.37,497255065,ee49f342-4d97-49f4-a805-ff58ed8ded45
2019-11-30 20:33:39 UTC,cart,5889622,1487580010561667147,,,7.38,555592225,cb560aae-97f1-4f7c-84d7-405920a3e6a2
2019-11-30 20:33:39 UTC,cart,5855119,1487580005092295511,,,33.0,512317861,4920a9be-dbab-458c-a17c-4ef74387cfdf
2019-11-30 20:33:40 UTC,view,5833631,1487580011283087468,,,4.0,475913182,55c4b29d-bcae-4b1a-878d-c17a2776be8c
2019-11-30 20:33:40 UTC,remove_from_cart,5844301,1487580006317032337,,,1.49,548110979,7278ab24-2d3f-4ca4-83d5-66e2c93ff5e2
2019-11-30 20:33:41 UTC,view,5896429,1487580009051717646,,jessnail,34.4,579847583,08dedabc-70f7-4ad0-8b67-f209e45cb6b8
2019-11-30 20:33:41 UTC,remove_from_cart,5685894,1487580007575323592,,,1.32,579204125,fb1e2869-640d-4d72-824c-51e167e9d70c
2019-11-30 20:33:42 UTC,view,5813492,1487580005553668971,,,9.05,509653872,60c8addc-7d11-47a0-95ec-517a5559b0c9
2019-11-30 20:33:42 UTC,view,5833334,1487580007675986893,,bpw.style,0.67,579857098,2fb44dfb-3004-49c9-b5cc-4825a4a11871
2019-11-30 20:33:42 UTC,view,5899851,2115334439910245200,,,3.78,525201765,d77e2745-75c8-4501-92a2-caa05cd6a88c
2019-11-30 20:33:42 UTC,remove_from_cart,5685895,1487580007575323592,,,1.24,579204125,fb1e2869-640d-4d72-824c-51e167e9d70c
2019-11-30 20:33:42 UTC,view,5834493,1487580008145748965,,pole,0.75,377998010,968f1aea-75fa-4335-a0c5-de0c3750bdb8
2019-11-30 20:33:43 UTC,view,5828613,1487580007852147670,,solomeya,2.54,542089282,637538d6-e603-4835-bb21-289f050251bc
2019-11-30 20:33:43 UTC,view,5770135,1487580010645553231,,kosmekka,92.22,579900262,a3d4b435-3561-4d16-8d24-5fb99889d742
2019-11-30 20:33:43 UTC,view,5884355,1487580010561667147,,oniq,8.76,578394478,69a1faab-ad3c-492f-882d-c3fd8be0da08
2019-11-30 20:33:43 UTC,cart,5896175,1487580004916134735,,,4.14,579898830,d64ee275-3b62-4d1b-a961-c291c76c826d
2019-11-30 20:33:43 UTC,view,5808495,1487580013522845895,,irisk,2.71,577882720,3d0a77ef-f213-478c-9047-bd37b743b432
2019-11-30 20:33:43 UTC,view,5862005,1487580010695884882,accessories.bag,,35.41,537680161,c43f49be-d531-4c00-bbd3-1cfa7887fd67
2019-11-30 20:33:44 UTC,view,5867782,1783999072332415142,,kims,25.54,517139038,2cde3ffd-00b2-46c9-b504-2ef2982591ea
2019-11-30 20:33:45 UTC,remove_from_cart,29368,1487580012717539489,,,3.41,575173762,cec59eb6-e404-4db1-a7f9-1e2d0debade3
2019-11-30 20:33:45 UTC,remove_from_cart,5844670,1487580007852147670,,bluesky,0.71,564623609,613a8671-0223-4dfe-88ee-67640dc0eb04
2019-11-30 20:33:45 UTC,view,5751742,1487580005092295511,,,13.57,438311139,b10aac66-061b-42a8-a885-9f3446f057c9
2019-11-30 20:33:45 UTC,remove_from_cart,29368,1487580012717539489,,,3.41,575173762,cec59eb6-e404-4db1-a7f9-1e2d0debade3
2019-11-30 20:33:45 UTC,view,5859329,1487580007675986893,,,1.68,363389269,7a08110d-b8a5-8b34-7e53-0e851a051680
2019-11-30 20:33:45 UTC,remove_from_cart,5823501,1487580004916134735,,,4.54,536161724,35a194e1-30bf-2ab3-da2c-0399efd74a1d
2019-11-30 20:33:46 UTC,cart,5692888,1487580007910867929,,yoko,5.87,461423675,96fd7b44-c291-4ada-9313-07379a0a043d
2019-11-30 20:33:46 UTC,remove_from_cart,5844670,1487580007852147670,,bluesky,0.71,564623609,613a8671-0223-4dfe-88ee-67640dc0eb04
2019-11-30 20:33:47 UTC,view,5885420,1487580005092295511,,grattol,5.95,414690401,70cba409-f18c-4ad9-aabf-588b0dba6374
2019-11-30 20:33:47 UTC,view,5816166,1602943681873052386,,grattol,4.86,445070033,92856101-5957-cf03-a340-20ee56c26605
2019-11-30 20:33:47 UTC,view,5804600,1487580005461394279,,bluesky,3.57,569428889,dd0e5f19-95ef-4092-b2e9-c9910132b249
2019-11-30 20:33:48 UTC,remove_from_cart,5877612,1487580007675986893,,bpw.style,0.67,536161724,35a194e1-30bf-2ab3-da2c-0399efd74a1d
2019-11-30 20:33:48 UTC,remove_from_cart,5844670,1487580007852147670,,bluesky,0.71,564623609,613a8671-0223-4dfe-88ee-67640dc0eb04
2019-11-30 20:33:48 UTC,cart,5824810,1487580007936033754,,domix,0.79,473812148,1b0a6943-6eee-4501-916d-8e8865d10012
2019-11-30 20:33:49 UTC,cart,5903781,1487580007675986893,,,1.35,566414478,310a90b3-e618-4f82-9980-803659615fd9
2019-11-30 20:33:49 UTC,view,5739989,1487580006644188066,,,3.24,241028144,aa85e26e-0c63-415b-bf35-8e2902f7ea44
2019-11-30 20:33:49 UTC,remove_from_cart,5844670,1487580007852147670,,bluesky,0.71,564623609,613a8671-0223-4dfe-88ee-67640dc0eb04
2019-11-30 20:33:49 UTC,cart,5755000,1525995662934540829,,,3.76,511871925,e5dc8735-c649-4e9f-ad2c-c0fbe1a12486
2019-11-30 20:33:49 UTC,cart,26764,1487580013522845895,,ardell,3.81,532444409,d4f036fe-724c-41dd-8061-71444067a1a0
2019-11-30 20:33:50 UTC,view,5601929,1487580005713052531,,ingarden,4.3,568268149,223fb71e-6f15-47d5-a1d3-7ff2af4d2ec4
2019-11-30 20:33:50 UTC,remove_from_cart,5844670,1487580007852147670,,bluesky,0.71,564623609,613a8671-0223-4dfe-88ee-67640dc0eb04
2019-11-30 20:33:51 UTC,view,5834492,1487580008145748965,,pole,0.63,377998010,968f1aea-75fa-4335-a0c5-de0c3750bdb8
2019-11-30 20:33:51 UTC,view,5894662,1487580005268456287,,,14.16,438311139,2bb07532-80f2-4ee9-bd5b-6a68fd90d24f
2019-11-30 20:33:51 UTC,view,5810157,1487580009445982239,,irisk,1.32,524341583,e63ae8fa-e5bf-4dda-b6fc-09fdb19cfce9
2019-11-30 20:33:51 UTC,remove_from_cart,5732016,1487580007281722301,,domix,4.56,258117654,f7f0d76c-e2e3-4097-b0e7-8e69721c81ab
2019-11-30 20:33:51 UTC,purchase,5855310,1487580007852147670,,domix,2.87,579601428,94a6912b-6bb3-4f98-b307-fd5054223a1b
2019-11-30 20:33:51 UTC,purchase,5855306,1487580007852147670,,domix,2.87,579601428,94a6912b-6bb3-4f98-b307-fd5054223a1b
2019-11-30 20:33:52 UTC,view,5884352,1487580010561667147,,oniq,9.79,578394478,6cd482d9-fb44-4a51-97bc-2b86b09addfa
2019-11-30 20:33:53 UTC,view,5747360,1487580010821714008,,,0.9,497255065,ee49f342-4d97-49f4-a805-ff58ed8ded45
2019-11-30 20:33:53 UTC,view,5711069,1487580007432717250,,,1.48,486558475,be42f61e-4327-4483-b24c-ff7dae8fc9f6
2019-11-30 20:33:53 UTC,cart,5809910,1602943681873052386,,grattol,4.97,159277817,842522dc-ba48-81d7-fb19-8d62d664ed36
2019-11-30 20:33:55 UTC,cart,5589,1487580006132482952,,runail,4.49,461386255,3c6afcef-ad0d-4433-9d62-ef08a16f86bc
2019-11-30 20:33:55 UTC,view,5843545,1487580010628776014,,,3.76,527476376,544e5d98-c7fe-4e67-979c-ced8212dbcb4
2019-11-30 20:33:55 UTC,cart,5867181,1487580007910867929,,staleks,9.35,461423675,96fd7b44-c291-4ada-9313-07379a0a043d
2019-11-30 20:33:55 UTC,view,5676286,1487580006300255120,,marathon,133.63,576949631,1fd3ba21-2c84-405e-88c2-5d232f188bc2
2019-11-30 20:33:56 UTC,cart,5903478,1487580010561667147,,oniq,9.59,555592225,cb560aae-97f1-4f7c-84d7-405920a3e6a2
2019-11-30 20:33:56 UTC,cart,5838938,1487580005713052531,,ingarden,4.3,509653872,60c8addc-7d11-47a0-95ec-517a5559b0c9
2019-11-30 20:33:57 UTC,view,5843545,1487580010628776014,,,3.76,578508676,627f3781-cd15-413d-9564-5ae7dff55294
2019-11-30 20:33:57 UTC,view,5589,1487580006132482952,,runail,4.49,461386255,3c6afcef-ad0d-4433-9d62-ef08a16f86bc
2019-11-30 20:33:57 UTC,cart,5859466,1487580005671109489,,masura,1.67,579885384,a66f2d4d-89d4-4aaf-8714-e184db1119b2
2019-11-30 20:33:58 UTC,remove_from_cart,5840113,1487580007189447609,,runail,3.08,579204125,fb1e2869-640d-4d72-824c-51e167e9d70c
2019-11-30 20:33:58 UTC,view,5747375,1487580010821714008,,,0.67,497255065,ee49f342-4d97-49f4-a805-ff58ed8ded45
2019-11-30 20:33:58 UTC,view,5885420,1487580005092295511,,grattol,5.95,414690401,70cba409-f18c-4ad9-aabf-588b0dba6374
2019-11-30 20:33:59 UTC,view,5849923,1487580013522845895,,bioaqua,6.48,268974125,ff07a5e0-7084-4b01-bec1-3f7da4bfdac4
2019-11-30 20:34:00 UTC,view,5755000,1525995662934540829,,,3.76,511871925,e5987da7-289c-43ff-9666-22b95a2793b5
2019-11-30 20:34:00 UTC,view,5815731,1487580005268456287,,,9.86,438311139,c4592c04-9e3a-491e-a16c-bdfdcf56a7fe
2019-11-30 20:34:00 UTC,cart,5766134,1487580005268456287,,,4.71,519606434,56017687-4bb8-4fcf-ab05-ae54b3449718
2019-11-30 20:34:01 UTC,purchase,5897793,1605161575889502297,,,4.22,447525870,65a89e8a-1841-4f69-b2d8-d7ba78a3dc68
2019-11-30 20:34:01 UTC,purchase,5857677,1487580005092295511,,artex,11.3,447525870,65a89e8a-1841-4f69-b2d8-d7ba78a3dc68
2019-11-30 20:34:01 UTC,purchase,5857675,1487580005268456287,,artex,12.14,447525870,65a89e8a-1841-4f69-b2d8-d7ba78a3dc68
